article,content,target
乐嘉回应说他是在1999－2000年于上海完成阿姆斯壮大学工商管理学士，用了一年半时间（课程写的是一年），每周上两次课。他说这不是野鸡大学。正规大学要获得学士学位需要4年全日制上课，用这么短的时间这么少的课时就能获得学士学位，不正说明这是野鸡大学、文凭工场吗？, ,0
这是中药。其中桃仁含剧毒氢氰酸，当归含雌激素活性物质。哺乳期不要吃中药、喝酒，有病需要用药时也需谨慎。药物成分和酒精会进入乳汁，危害新生儿健康。//@IM_毛毛虫：@方舟子 方老师，都说坐月子要喝生化汤，材料是：当归，川芎，桃仁，烤老姜，炙草和米酒。这个算是中药吗？能喝吗？, ,0
不要以为名叫“首乌”就真能让头发变黑。何首乌能导致急性肝损伤。有很多人由于迷信吃何首乌能黑头发，结果头发没变黑，反而吃出了药源性肝炎。//@西文太郎：对@方舟子 说：请问方老师，首乌丸等补肝肾的药对治疗少白头是否有用？是不是所有的中药、中成药都不要吃呢？, ,0
北京一家咨询公司项目总监郭成林为鲁花做公关，在网上发帖《金龙鱼，一条祸国殃民的鱼！》 造谣转基因食品“祸国殃民”，“转基因农产品在欧洲和日本是绝对禁止人民食用的”，诽谤金龙鱼构成损害商品声誉罪，被判处有期徒刑一年，并处罚金一万元。乌有之乡说这个人是“爱国英雄”。, ,0
北大前校长许智宏院士在《光明日报》发文呼吁科学家普及转基因科学知识，“人们仍对转基因的基本科学知识了解不够，所以才会产生种种误解。”乌有之乡又多了一个骂街对象了。应该有更多的生物学家站出来支持转基因作物。http://t.cn/alstNq , ,0
读者反映：【最近在药监系统正在进行一项造假比赛，看谁报的药品不良反应数量多，为了完成上级下达的指标，大部分单位造假，大部分都在拿着药品说明书抄袭……】这是指西药吧，中药的不良反应抄起来大家都一样“尚不明确”。从疗效造假过渡到不良反映造假，也算是进步了。, ,0
因为除了达菲等寥寥数种，并没有真正能抗病毒的有效药，所以中药就乘机出来骗人了。中医连病毒的概念都没有，还能搞出抗病毒的药，而且是所有病毒都能抗，骗鬼啊？//@小飞侠xavier：@方舟子 今天去药店，没找到抗病毒的西药，都是中药，为什么啊方老师？, ,0
如果是低血糖，口服葡萄糖能很快恢复。平时口服葡萄糖没有特别的好处，因为我们吃的食物中的淀粉最终都是要消化成葡萄糖，才被人体吸收的。口服葡萄糖，只是在吃高价米、面，何况米、面还含有别的营养素。//@定轧倒一切：方先生，求教一个问题，身体虚弱的人口服葡萄糖管用吗？, ,0
某种草药也许含有某种有效成分，但同时还含有许多无效而且可能有害的成分，如果是中成药之类的复方药，其危险性更大。所以在该有效成分被鉴定、提纯并证明其有效性和安全性之前，没有必要去冒险，除非其可能益处超过了风险。这是我们拒绝草药的理由。, ,0
还要当心“洋中药”。例如现在国内医生很热衷于给感冒之类的病毒感染开号称抗病毒的德国药“施保利通”，这是从德国进口的草药制剂，主要成分是侧柏叶、赝靛根和紫锥菊根等西方传统草药。在美国施保利通只能作为保健品卖，不是药。不要以为是洋药就保险了，要看看说明书上写的是化学成分还是草药成分。, ,0
简单，凡是名字起得很好听，不良反应一栏写着“尚不明确”的，是中药。凡是名字起得不知所云，不良反应详细列出的，是西药。国家法律禁止西药使用能表明疗效的药名(所以伟哥改叫万艾可)，中药可以。 //@SYSU-啊育郎: 方老师 一般的药品有没有标志说明是中药还是西药啊？如果没有，如何辨别中药西药？, ,0
每到这个时候，中医就又出来想发国难财害人了。//@陆合明: 请关注：甘肃中医厅长@甘肃刘维忠 又在妖言惑众，鼓吹“动车昏迷者通过胃管灌点中药和猪蹄子煮的汤成活率会提高，清醒患者喝中药和猪蹄子汤”。, ,0
去年中国科学院植物研究所请国外人士做学术评估，结果最差的是“打虎英雄”傅德志，研究组被撤销。第二差的是对外自称“植物所首席研究员”的反转基因、反坝斗士蒋高明，评估意见是不予支持（即开除），最后只给予警告。这两人都是媒体红人，挟社会名声以命所领导，学术做得再差，所里也不敢开除他们。, ,0
推荐两篇讽刺名记者卢跃刚“治水”的文章，请各位记者、时评家引以为戒。卢跃刚又该骂我是“气急败坏，泼妇骂街”“学霸”了：完美《卢跃刚等18世纪的思想家：有点常识和批判思维好不》、水博《从水利大跃进看科技工作者的“死板”与文字工作者的“潇洒”》，http://t.cn/alFFzF , ,0
北京朝阳法院通知，原定明天上午开庭的诉法治周末名誉侵权案因故取消，法院将另行组成合议庭，择日再审。, ,0
“只有德国做了一段无砟整体道床实验，但当时的部长却拍板决定中国的高铁都采用这种无砟整体道床，谁也不敢提不同意见。”这种技术问题应该由总工拍板吧，行政官员懂什么？还没有技术人员敢提不同意见？又是没有专业精神的表现。, ,0
有人问，你说吃水果拉肚子不是因为水果“凉”，而是因为膳食果糖不耐症，那为什么有的水果吃了不拉肚子？这与水果中的果糖和葡萄糖的比例有关。葡萄糖能帮助小肠吸收果糖，如果水果中葡萄糖含量高于或等于果糖(例如香蕉、杏子、橘子)，就不易出现果糖不耐，反之就会出现，例如苹果、梨、西瓜。, ,0
水果中的果糖可在小肠里被直接吸收，但有的人（在西方国家占40%）由于小肠上皮细胞缺乏果糖载体，果糖吸收差，没被吸收的果糖到了大肠被细菌分解，导致腹泻，这叫膳食果糖不耐症，不是因为水果“凉”“冷”“寒”。还有的人肝脏内缺乏分解果糖的酶，分解不了果糖，导致低血糖，叫遗传性果糖不耐症。, ,0
有人吃了水果后腹痛、拉肚子，就认为是因为水果“凉”、“冷”、“寒”，其实这是因为他有膳食果糖不耐症，小肠里缺乏分解果糖的酶，消化不了果糖。未消化的果糖到了大肠被细菌分解，就出现了腹泻。西方国家大约40%的人有膳食果糖不耐症。即使是正常人，一次也只能消化25～50克果糖，吃多了也会不耐。, ,0
国人喜欢用干茶叶、谷壳等做枕头，以为能有明目、清火之类的保健作用。保健作用是不可能有的，反而有健康隐患，因为汗液渗进去后，茶叶、谷壳等很容易发霉，也很容易生螨虫、细菌，那样晚上睡觉的时候就在呼吸着这些微生物了。, ,0
除非对海鲜过敏，但吃无妨。否则不知道什么“发物”的国外做过手术的病人不都死光了？参见我以前文章《从“徐达吃蒸鹅而死”说起 》http://t.cn/7cAPs  //@holter: @方周子 老师我也请教个问题，老年人所谓的“发物”是怎么回事呀！？什么牛肉，海鲜之类的，做手术后是绝对不能吃的！, ,0
今天（7月24日）晚上10点15分左右，@贵州卫视亮剑 将播出《他被按摩女点穴？》 ，揭秘传说中的“点穴术”。http://t.cn/alUNit , ,0
这是因为荔枝残渣留在牙缝中，而荔枝糖分高，刺激了口腔中的细菌繁殖，牙龈发炎、浮肿，就说是上火。如果做好口腔卫生就不会。国人吃什么都觉得容易“上火”，与不重视口腔卫生有关。//@维他诺C：方老师，我们喜欢吃的荔枝人们都说很热很容易上火，这在医学上是怎么解释呢？, ,0
乐嘉或其支持者雇佣了机器水军？@仙侠教主 一篇支持乐嘉并攻击我和我妻子（造谣说我妻子假冒文凭）的微博竟获得两千多转发和两千多评论，更奇的是，这些评论绝大部分都在7月23日 19:09同一时间发出，而且是几句话的循环。@仙侠教主 发的其他几则微博也有类似情况，看来此人是水军头。, ,0
卢跃刚关于水利的文章我不过评了一句“不过是政治先行的反坝陈词滥调”并给了水博驳斥他的文章链接，他就跳出来骂我是“气急败坏，泼妇骂街”、“被‘科学主义’和权威感把脑子搞坏了”、“学霸”，还质问我“怎么不会好好说话”，要求“有风度有教养地讨论问题”，让人再次感叹柿油党他家镜子之贵。, ,0
《变形金刚3》把伊利舒化奶音译成Shuhua milk，明摆着就是不想让不懂中文的人知道那是什么玩意儿。伊利的所谓“舒化奶”其实就是去除了乳糖的牛奶，英文叫lactose-free milk。患乳糖不耐的美国人很少，所以舒化奶在那里不会有市场。这则疑似蒙牛出钱的猥琐广告恶心的还是中国观众。, ,0
北京协和医院以预防“母婴ABO血型不合”为名给孕妇服用草药“新溶一号”，其他医院也跟着用。该药方的主要成分是益母草，动物实验表明益母草能导致流产，中国药典规定孕妇禁用益母草。如果孕妇服用“新溶一号”后流产，就自认倒霉吧，因为在中国中医药有免责权，看中医、吃中药出了事是不算医疗事故，, ,0
王佩请我不要攻击其家人，我把我的微博看了好几遍，看不出哪里攻击了他的家人。我只不过说，老中医不该给孕妇吃粪便服毒（如果开的是五灵散），也不该给孕妇吃含有堕胎和伤肝伤肾成分的药（如果开的是五灵丸），这是在关心王佩的家人啊，他怎么当成了攻击其家人？我又要再佩服王佩的智力了。, ,0
王佩说他把药名写错了，不是五灵脂而是五灵丸，成分是柴胡、灵芝、丹参、五味子。该药说明书上就写着“孕妇慎用”，老中医偏给无需用药的生理性转氨酶升高的孕妇用，也是很有勇气的。柴胡是中医的“保肝”药，所以被中医用来降转氨酶，而实验和临床都已证明柴胡具肝毒性、肾毒性、抑制免疫，伤人于无形, ,0
《广州日报》真伟大，已经替我找到了“炮轰”乐嘉的动机是为贵州卫视亮剑 “节目炒作而制造话题”。我参加这个节目的录制已经快半年了，他们才注意到，还替我策划了一期“专门曝光明星、名人学历和资历造假”。看来真应该策划这么一期，不然不就让《广州日报》成为谣言小报吗？http://t.cn/alxPnP , ,0
王佩因杭州老中医用五灵散让其怀孕妻子降转氨酶，在报上指名谩骂我等“科学偏执狂们竭力诋毁中医”。五灵散有几种配方，都以五灵脂为主要成分，五灵脂即鼯鼠的粪便（如图）。有的方子还含剧毒中药川乌。我佩服老中医给孕妇吃粪服毒的勇气，更佩服王佩被人坑了还帮着宣传的智力。http://t.cn/al7VIU , ,0
我一直在打柿油的假，就像我一直在打伪科学的假。中国多招摇撞骗的伪科学，也多欺世盗名的柿油。我像痛恨伪科学一样痛恨柿油。//@易苇航: 艹了，小方看来准备打“柿油”的假了。。。, ,0
《南方周末》发表了三篇宣传星相的烂文，但同时发表了一篇点名批评蒋高明、曹明华这些戴着生物学“帽徽”的所谓专家散布谣言和谎言妖魔化转基因的好文，功过相抵。推荐阅读《对转基因的无知与偏见》：http://t.cn/alz8E6 , ,0
《变形金刚3》剧情烂就不说了，原声字幕版的翻译非常糟糕，有很多地方翻译都没听懂，就乱翻译。甚至连关键台词都译错。例如Sam不顾Carly反对要去拯救世界时说：“我想让自己对世界很重要。”Carly答：“你对我就很重要。”很好的台词，被翻译成：“我要让你看得起我。”“我看得起你。”, ,0
全谷指完整谷粒，包括麸、胚芽和胚乳。我们平常吃的白大米和白面粉只是胚乳部分，主要含碳水化合物和蛋白质，其他营养素很少。而麸和胚芽含丰富的维生素和矿物质，麸还含纤维素。一天吃的谷物食品应有一半以上是全谷，除了煮玉米，还有全麦面包等。//@非常怀念饭否: 方老师，请问，煮玉米算是全谷么？, ,0
我只跟北京青年报记者说过：“所谓色彩心理学在我看来和星座、血型心理学差不多，没什么科学价值”，没有公开说过这话，当然也不会有人对此评论。该记者却说：“不少网友认为……既然都承认性格色彩学与星座、血型什么的一样无科学价值，那学术“打假”不就成了“打架”了吗？”记者把不少网友代表了。, ,0
乐嘉声称‘FPA性格色彩学是他自己发明的。在今年五月出版的《跟乐嘉学性格色彩》一书的序言中，乐嘉自述，“从2001年开始，我用年少时老师传授的性格分析学问，结合自己那点小聪明，拼命捣鼓出一套‘FPA性格色彩学’课程，开始在江湖上行走，期望凭此混口饭吃，养家糊口”。, ,0
据说开天眼马“大师”昨天用天眼看病失败后很不服，扬言还要做好准备找机会切磋。欢迎。不过“大师”找我切磋即使赢了也没钱赚，不如找美国魔术师兰迪，赢了有一千万美金奖金赚，“大师”不贪财也可以捐出去嘛。这笔奖金悬赏几十年，涨了几次，现在还一次没发出去呢。, ,0
国内医院不仅为赚取检查费给孕妇做既无必要也无用的“母婴ABO血型不合”检查，而且不顾胎儿健康以预防为名普遍给孕妇滥用未经验证的药物，从普通医院到最著名的医院都参与这场能伤害胎儿的医疗骗局，这是中国医学界的耻辱，也是医德沦丧的明证。《“预防新生儿溶血”的医疗骗局》：http://t.cn/aWm1IG , ,0
本来计划先让马“大师”先用天眼给主持人和观众看病，如果能蒙上一些常见病，再让她给站在屏风后面的人看病，其实屏风后放的是一只鸡。没想到“大师”今天状态太差（据说是因为没吃饱饭没能量），虽然说了一堆常见病，却一个也没说中，后面的给鸡看病就用不着上了。, ,0
在亮剑录制现场，“开天眼马大师”居然当着我的面说，她也是博士，由于她开天眼看病医术高明，被联合国某某大学授予博士学位。最后从观众中上了一个号称从加拿大回来的博士，她的研究证明的确有人开了天眼能够透视，一问，原来是在国内中医药大学拿的中医博士。真是掉下一片树叶都能砸倒一片博士。, ,0
见我以前写的揭露文章《被山东电视台奉为上宾的“风水大师”》http://t.cn/74PbZ  //@姿三是狼: 方先生，很想听听你对李建军大师的评论，以前我也是个彻底的唯物论者，现在有些动摇了。, ,0
今天录了两期《亮剑》，一期关于“点穴”（其实就是拳击要害部分），一期关于“开天眼看病”（其实就是胡猜），都好不容易请到了“大师”当场表演，我在导播间看，最后才上场评论。现场录制都很精彩，后一期尤其热闹。看看剪辑的效果如何了。, ,0
中药补药有的含重金属，越调理身体会越受伤害，虽然当时看不出来。不抽烟不喝酒注意饮食均衡，就可以了。孕前无需用药物调理，怀孕更不能吃保胎药。//@婷Ting欲利：方老师您好，有个问题想要听听您的意见。我准备生孩子，周围朋友都在怀孕前看中医调理了，并建议我也去，以您看，有这个必要么。谢谢, ,0
消渴丸的有效成分是几分钱一片的西药降糖药格列苯脲，添加的中药只是增加成本和副作用。见我以前写的文章《常用中成药的真相——消渴丸》http://t.cn/herdp7  //@街角的小妖: @方舟子，我爸爸是糖尿病患者。他服用的是消渴丸。不知道您对这个药了解么？, ,0
连网瘾是不是病在学术界都有争议呢，这些医院竟然连网瘾基因都发现了。纯粹就是个骗局。//@电脑报黄枪：方老师，您好。武汉同济、协和、人民、中南等医院推出了网瘾基因检查，从孩子的口腔黏膜内提取DNA做基因解码分析，就能知道是否有网瘾倾向，对此您怎么看？基因检测真可以预防网瘾么？, ,0
乐嘉的经纪人说乐嘉从来都自称是中专毕业，没有说过自己是美国大学毕业。那么非诚勿扰网站嘉宾介绍中说乐嘉获得美国阿姆斯壮大学工商管理学学士学位，其他网站也有类似说法，这是谁告诉他们的？他们在自作主张拔高乐嘉的文化水平？, ,0
原来在2001年就已经开始在卖“共和国的脊梁”了，当时的价格是3600元，十年涨到近3倍，这笔买卖合不合算？能持续这么多年，应该是合算的。海若《“共和国的脊梁”拍卖史》http://t.cn/aWVqec , ,0
由于母婴ABO血型不合导致新生儿出现严重溶血的比例不到百万分之六。为了这百万分之六的危险性，国内医院就普遍给孕妇检测母婴ABO血型不合并服用中药预防，这不是坑人吗？而且这些中药不可能有效，反而可能含有影响胎儿发育的有害成分，这不是在毒害胎儿吗？有比这更大更害人的医疗骗局吗？, ,0
有人说乐嘉没自称过“创始人”。那好，在当当、卓越搜一下乐嘉几本书的作者简介：《色眼识人》（文汇出版社2006）、《色眼再识人》（天津教育出版社2010）：“‘FPA性格色彩学’创始人”，《让你的爱非诚勿扰》（江苏人民出版社2010）“性格色彩学创始人”。这回又该由出版社或网店编辑来承担责任？, ,0
乐嘉自称是“FPA性格色彩学”创始人，FPA即四色人格分析（Four-colors Personality Analysis），其实国外早有四色人格分析，这是剽窃自国外学者却自称是创始人。乐嘉获工商管理硕士的美国阿姆斯壮大学是王姓华人于1996年在加州注册的野鸡学校，上世纪末本世纪初曾在国内卖文凭，现在已关闭。, ,0
北京青少频道《方舟子解读“养生专家”的套路》，其实就几句话。http://t.cn/aWP6CO , ,0
我和@王志安 做的另一档节目，上海电视台风言锋语《生吃活泥鳅的骗局》。另，据2011年第6期《临床放射学杂志》的一篇论文，2010年5-7月两个月四川医学科学院、四川省人民医院就有38例病例因为生吃泥鳅致肝脏感染寄生虫。这么害人的“养生大师”还不追究其法律责任？ http://t.cn/aWbZY3 , ,0
科学的许多特征，都是自由、平等的体现。自由、平等是普世价值，科学更是。科学家有祖国，但是科学没有国界。自五四以来我们就一直在欢迎德先生、赛先生，现在应该欢迎李先生（自由）。在一定程度上，这三位先生是三位一体，密不可分的。《科学与自由的交融》全文：http://t.cn/aWZj28 , ,0
@贵州卫视亮剑 《变态减肥法》揭秘辣椒膏、左旋肉碱、抽脂、割胃、吃蛔虫卵、催吐、喝蔬菜汤等等减肥方法。后面剪多了，关于吃蛔虫卵和喝蔬菜汤的害处没有提到。http://t.cn/aWAyUu , ,0
我不会失望，因为从不抱太大希望。我不会放弃，因为我对事实的真相有洁癖。//@英窝村夫: 老方，守护着病床上枯槁的老父，读到这条微博，一时彻骨冰凉。老方，你不能轻言失望，周围还有那么几个人因为你的坚持而心存希望和期待，强大如你者有几？, ,0
性格色彩学骗不骗人且不说，那是剽窃Taylor Hartman性格色彩密码。乐嘉的母校美国阿姆斯壮大学则是西太平洋大学一样的加州野鸡学校，曾在国内合作办学，已关闭 //@伊力特2011：方舟子老师，去看看乐嘉的“性格色彩学”吧，很多人说那家伙都是骗人的，蛊惑大众的！但是苦于没有你这样的打假斗士站出来啊, ,0
骗人的。大城市大医院也赚排铅假药的黑心钱，何况农村。//@哲人也泡吧：你好，方老师。在河南农村的医生和自称是佳能微量研究所的人给3到13的儿童做免费微量元素检查。我的侄女被查出铅超标，并且村里也有儿童查出来。他们建议喝上海康元排铅口服液。每盒近二百元。由于有村里的医生推荐不知道真伪？, ,0
这类检查就是医院卖假药骗钱。即使真的铅超标，那些中药口服液也排不了铅。//@sngia: 方先生，女儿六岁，在儿童医院做的指血的血铅检查，指标偏高，开了些排铅的药。但并无其他如食欲不振、脱发等症状。平常饮食也基本在家里，没有很多接触污染的机会，请问国内的血铅检查是不是也是为了卖药的骗子啊, ,0
孕妇要注意饮食的均衡和充分的营养，更不能忌口。但是不要抽烟、喝酒。注意补叶酸制剂和补铁（吃红肉或铁制剂）。//@朝舞雪: 请教方先生，那孕妇用忌口吗？爱吃的都不能吃了，好痛苦, ,0
考研考到医科大学的“中西医结合”专业，然后转成“西医”，很多人都是这么干的。//@the_real_洪俊杰: 我在广州骗子大学读骗子临床专业 可是我现在越来越不喜欢这个专业 以后也无心做骗子 求方先生指条明路, ,0
我在北京故事广播知识开讲科普膨大剂、乙烯利等植物生长调节剂，6月中旬录的，7月4日播出，现在媒体又开始妖魔化乙烯利，不妨听听，从第11分开始，40分钟的电话采访。一大早录的，所以一开始说话有些迟钝：http://t.cn/aOsxEp , ,0
学过高中生物就该知道，人工催熟的瓜果蔬菜不会有任何危害，放心吃好了，乘瓜果价格被媒体搞跌了多买一些吃。只是苦了瓜农、果农。上次妖魔化“膨大剂”还可说是因为不熟悉有误解，现在连乙烯利都妖魔化，中国媒体跟农民有仇？//@暖冬阳阳: 那请问这个乙希利催熟的水果到底有没有害？多大害处？, ,0
媒体又妖魔化植物激素了。【南京中医药大学第二临床医学院教授蔡建伟认为，在国家标准内合理使用“乙烯利”等植物生长调节剂是可以的，但若超量、超标使用，导致蔬菜“催熟剂”含量超标，则可能对人体健康造成危害。】老中医没学过高中生物倒也罢了，新华社记者去找老中医讲这个问题，那不是乱投医吗, ,0
戒烟的又一个理由：哈佛大学和爱尔兰禁烟机构对5万5千多名儿童的调查发现，家中如果有人吸烟，儿童患多动症、学习障碍、反社会规范等行为障碍的风险高了50%以上。, ,0
今天（7月17日）晚上10点15分左右@贵州卫视亮剑 将播出《变态减肥法》，介绍催吐、吃蛔虫卵、抽脂、吃左旋肉碱、切胃等几种减肥法，由我一一点评。http://t.cn/aOT1l1 , ,0
中日友好医院针灸科主任医师胥荣东：“中医学理论来源于生活和医疗实践，比如汉字“不”字的甲骨文和金文就是会意字，中间一竖代表经血，其实本意就是女性经期对男性性要求的拒绝，这也是文明社会的标志。”中医还是测字大师啊，西方医学界居然认为经期性行为无害甚或有益，还没进入甲骨文明新时代啊, ,0
要当“中华脊梁”，要交9800元费用才撑得起来。名人给打折或免费不？, ,0
三年前我写过一篇文章，一一列举从怀孕到出生头几个月在国内医院会碰到的七种医疗保健陷阱。当时还不知道“检测、预防ABO溶血”这个大骗局，所以没有把它列入。我以后再写一篇关于“ABO溶血”的。这篇《警惕医疗保健陷阱从娘胎里开始》旧文先供准家长们参考：http://t.cn/5zwY1 , ,0
中国产科的另一个医疗骗局是把新生儿生理性黄疸说得非常可怕，吓唬家长给新生儿吃中药“退黄”，甚至输中药注射液害死新生儿。这个问题我几年前就揭露过，见我以前写的文章《脸怎么黄了》：http://t.cn/h5WeXg , ,0
这方法恐怕不可行。氯化钠不溶于植物油，地沟油纯化后应该基本不含氯化钠了。//@金湾之巅: 方老师：有人说地沟油检测钠的含量就能识别，因为炒菜放盐（氯化钠），是否可行？, ,0
母婴ABO血型不合不会发生胚胎溶血，只可能发生于胎儿后期和新生儿，极少引起严重后果，通常只引起轻微溶血，出生时黄疸较高而已。如果严重溶血，罕见到可以发论文了。国外都不查也查不出，有不合也无法吃药预防。检测ABO溶血是国内医院为骗钱或推销中药搞出来的，吓唬准家长，用中药毒害胎儿，丧尽天良, ,0
不要吃。这种要靠中药来治的中国独有的“溶血问题”是骗人的，是医院为了赚黑心钱不顾孕妇和胎儿健康乱用药，这是中国医疗界最大耻辱之一。 //@汪小峰-泰悦设计: 老婆8个月，验血有溶血的问题，医院给开了中成药黄疸茵陈冲剂，说没西药，网上很多孕妇都吃过，大人小孩都没事，请教@方舟子 该吃么？, ,0
中医用来治伤痛、风湿的膏药往往含有乌头等能麻痹神经的剧毒草药，所以能一时起到局部镇痛的作用，让你觉得确实管用。//@浩贰: 问下方老师，贴膏药治腰疼算中医吗？有的时候确实管用呢, ,0
夏天贴膏药不会让人身体发生奇迹般的改变。且不说药物能否通过无创皮肤进入人体达到药理学浓度，即使能也无法几个月后还有预防作用。这是迷信，最多提供心理安慰。//@瞎基坝乱扯：方老师，冬病夏治，入伏的时候贴膏药，您对这事有何看法。请看此新闻，入伏首日，几万人挤爆中医院。http://t.cn/aO0Ylm , ,0
凡是增高产品和磁疗产品，无一例外，全都是骗人的。成年后骨骺线闭合，用什么办法都不会长高了 //@Cheryl一番立派：方老师，最近星空卫视上经常播一个高峰睡眠增高机的广告，说是利用磁力来刺激脚底穴位，成人使用后身高还可以再长高很多。广告很诱人，我和很多朋友都动心想买。想问问您，这个是真的吗, ,0
这也是传统陋习，老担心婴儿会受凉，一旦“着凉”发烧了更裹得严实。婴儿体积小，散热速度会快一些（体积小的表面积相对大），但也不能裹得太严实，一般比大人多穿一件衣服就可以了。发烧时更千万不要裹，而应该脱了衣服散热。//@十大失败中年候选人: 方舟子不妨谈谈中国的小孩是不是包得太厚实了？, ,0
有人在坐月子时忍不住刷了一次牙，然后就觉得把牙刷坏了，从此牙就不好了经常疼。她怎么不想想，正是因为在一个月内只刷过一次牙，不讲口腔卫生，牙才因此坏掉的？, ,0
该妇幼专家缺乏阅读理解和思维能力。说坐月子是陋习指的就是“忌风忌水忌动忌口”，她说我们“科学坐月子”，没有这些陋习，然后就说坐月子不是陋习，偷换概念。而且还无知地大谈中国人与西方人的区别，把海外华人置于何地？妇幼专家赵天卫《驳方舟子，中国人“坐月子”并非陋习》http://t.cn/aOpuuD , ,0
喝下去的水会由于与消化道的热交换和被消化液稀释而很快达到体温，否则的话，喝热水要比喝凉水更可怕：一杯热水喝下去，胃肠里的消化酶都被杀死了。, ,0
有的鸡蛋会被沙门氏菌污染，能引起严重的呕吐、腹泻，是食物中毒的常见原因，严重的会死人。不要吃生鸡蛋，也不要吃没煮熟的鸡蛋（例如糖心蛋）。//@侯宝保：请问方先生，您能告诉我吃生鸡蛋就拉肚子是什么原因吗？, ,0
卖水的又玩新花样了？连“超轻水”都出来了？凡是声称某某水有特殊保健功能的，全都是虚假宣传。//@the李鹏：还是想请问您有“圣水”之称的超轻水，真的可以防癌症？, ,0
中医是要靠骂大街来发扬光大的，这也是中医的博大精深。“成都名中医”还好意思向记者抱怨被我拉黑，他们要是不骂街不刷屏或不做虚假广告，我舍得浪费时间拉黑？//@micxd: 回复@敬礼中医:你怎么发狂，满口污言秽语，就能维护中医吗？中医能在你的骂声中发扬光大吗？中医以有你这样的追随者而为耻辱, ,0
如果小孩呕吐、腹泻、发烧或食物中毒，为了避免脱水，国外儿科医生往往建议给小孩吃冰棒补液。甚至还有用补液盐做的冰棒专门用于这个用途的。中医知道了，一定要大叫这是西医毒害小孩啊。, ,0
有人说他一喝凉水就拉肚子，喝凉开水也拉。这肯定是心理作用导致的。再凉的水，到了肠道，也早和体温一样了。一些中国人如此恐惧冷的食品，视冷饮、冷牛奶为大敌，给自己制造心理负担，没病找病，中医怕冷怕凉怕寒的文化功不可没。, ,0
成都名中医要来跟我比医生资格？难怪唐骏也敢拿出张西太文凭说自己是博士，虽然不过就是一张用来骗人的纸嘛。成都名中医还满口“细菌感染”“子宫内膜剥离”，真是数典忘祖啊，只会剽窃西医的说法，而且还是过时的西医说法。我让大家看的国际期刊文献他们是肯定看不懂的。http://t.cn/aOIfty , ,0
人老了甚或还没老都难免会出现各种疾病、不适，只要以前坐过月子觉得某方面没做好，就都可以归为“月子病”。难道没有生过小孩的女人就不会得这些病？“月子病”也可以说是一种心理疾病，是疑神疑鬼乱联想导致的，只有那些做过月子的人才会得，不做月子的人没有这方面的心理负担，反而不会得“月子病”, ,0
老有人问我：你的妻子敢不坐月子吗？当然敢，她在国内生的宝宝，在医院时没有洗浴条件，只能擦浴，从医院一回家就洗头洗澡，出门散步，想干嘛就干嘛。如果因为迷信坐月子，把自己搞得全身脏兮兮、臭烘烘的，对宝宝也不好，例如宝宝吃奶时容易被细菌感染。即使不为了产妇，为了新生儿，也不要坐月子。, ,0
不要以为粘乎乎的东西就会滑肠。蜂蜜主要就是些糖分，没有滑肠作用。即使有滑肠作用，也不会增加流产风险，小孩又不是从肠道生出来的。//@冼帮主：方老师，您好，请教一下孕妇是否适合喝蜂蜜？对量和品种是否有讲究？我这边的老人家说蜂蜜有滑肠作用会提高流产风险，我个人不太相信，故向您求助。, ,0
孕产妇体内的血液处于高凝状态，如果长时间躺着、坐着不动，容易发生下肢静脉血栓。如果血栓随着血液流动到了肺部，栓塞肺动脉，会导致产妇猝死，难以抢救。产妇常见的死亡因素之一就是血栓栓塞。即使产妇老大不愿意也要逼着她们产后当天下床运动，就是为了防止血栓栓塞。适当的运动也有助于产后的恢复, ,0
被揭露以科研经费供情妇花销的中国科学院院士候选人、地质与地球物理研究所研究员段振豪的履历也有假。中文简历称他在1992-2004年历任美国加州大学圣地亚哥分校助理教授、副教授、教授级研究员，其英文简历则老老实实地写1992-2004年他一直是该校Research Scientist（研究科学家）。欺负大家不懂英文？, ,0
坐月子忌风、忌水不讲卫生，反而增加了细菌感染的机会，而忌动、忌口又降低了免疫力，因此坐月子的结果反而更容易“伤风”、“受凉”。越是容易“伤风”、“受凉”就越看重坐月子，形成了恶性循环。坐月子是受中医文化影响的最具中国特色的传统陋习。《为什么坐月子是陋习？》全文：http://t.cn/aOwueX , ,0
@土摩托 刚说了话剧是过时的文艺形式，但有机会我还是喜欢欣赏。话剧的一个好处是随时可以修改，例如@石述思 前天刚发的微博段子，昨晚就被首映的《大院》点名引用。土豆网文学青年@王微 编剧，央视前著名主持人@和晶 导演，话剧《四世同堂》的演员主演，质量大大超出我的预期。 http://t.cn/aOvMQ6 , ,0
中医爱吹牛说《黄帝内经》成书于黄帝时期（要是有人写一本《盘古内经》那得被说成是成书于盘古开天地），还要点脸的就说成书于春秋战国时期。其实它的成书时间不可能早于西汉，因为《史记》没提这本书，最早提到这个书名的是《汉书》，原书早已佚失，没人知道它写的什么。现存的黄帝内经是唐朝王冰编的, ,0
世界卫生组织认为，母乳是婴儿的第一天然食品，它为婴儿出生后最初几个月提供了所需的能量和营养素，并且在婴儿1岁前的后半年，母乳也满足了一半或更多的婴儿营养需要，而且在婴儿2岁的这一年中，母乳可提供三分之一的营养。, ,0
